label,start,month,open,high,low,close,vwp,volume,trades
1,10,1,0.00015157,0.000158,0.00014711,0.000149,0.0001519605775343559,205954068,12843
0,13,1,0.00014899,0.000156,0.00014711,0.0001494,0.0001512060398219896,230776967,17224
1,16,1,0.000149,0.00015098,0.000138,0.0001434,0.00014268771625137718,232306509,21047
1,19,1,0.0001434,0.000149,0.00013001,0.00014719,0.0001396788739468933,269039922,26569
0,22,1,0.00014719,0.00018866,0.00014662,0.00015214,0.00016850415768410458,490653349,64231
0,1,1,0.0001524,0.000163,0.00013822,0.00013906,0.00014951755652945604,323931120,28526
1,4,1,0.00013906,0.000144,0.00013657,0.00013702,0.00013921725061806573,237166107,16474
0,7,1,0.00013702,0.0001539,0.000133,0.00014329,0.0001402139844781391,257415655,20772
0,10,1,0.00014319,0.000148,0.000135,0.0001355,0.00014131699055745697,202575936,13967
0,13,1,0.0001354,0.00014119,0.000125,0.0001351,0.00013346740532763603,340074771,34676
0,16,1,0.00013537,0.0001418,0.00013267,0.00013419,0.00013651465179332132,244266366,20129
0,19,1,0.00013418,0.000143,0.00013206,0.00013388,0.00013686664554814017,242965815,20880
0,22,1,0.0001338,0.00013652,0.00012836,0.0001285,0.00013180180702934797,223048259,18554
1,1,1,0.00012851,0.000131,0.0001185,0.00011921,0.0001246547815077372,311860265,27793
0,4,1,0.00011922,0.000125,0.0001171,0.00012269,0.00012120589095126557,252848785,18635
0,7,1,0.00012235,0.00012399,0.000117,0.000118,0.00012061598089522818,206021932,13006
1,10,1,0.000118,0.00012053,0.0001125,0.00011455,0.00011608427549709746,211954596,14314
0,13,1,0.00011429,0.0001191,0.00011221,0.00011525,0.0001146468700091575,248682964,21230
0,16,1,0.00011508,0.000118,0.00011267,0.00011308,0.00011446661350108283,201497082,15026
1,19,1,0.00011308,0.00011399,0.0000899,0.00009449,0.00010408150501809227,354761609,32967
0,22,1,0.00009391,0.00010449,0.0000745,0.00010402,0.0000910439456466048,641511388,60226
0,1,1,0.00010402,0.00010857,0.0000815,0.00008774,0.0000961393619222872,472586652,38053
1,4,1,0.00008722,0.00009077,0.00007685,0.0000815,0.0000825769023352448,399443309,30686
0,7,1,0.0000815,0.00009273,0.000075,0.0000925,0.0000806429749725675,416029611,33730
1,10,1,0.0000925,0.00009499,0.0000785,0.000079,0.00008633033961309505,336641171,25483
1,13,1,0.00007912,0.0000825,0.00007611,0.00008017,0.00007852340798434888,305789544,23008
1,16,1,0.00008017,0.00009121,0.00008,0.00008999,0.00008548445271428415,305657411,26133
0,19,1,0.00008998,0.0001042,0.000086,0.00010002,0.00009088482642199574,272530268,23631
0,22,1,0.00010028,0.00011294,0.000091,0.000091,0.00010370952995122218,516045337,48432
0,1,1,0.00009117,0.00009891,0.00008711,0.00008768,0.00009258357557896331,305511256,20860
1,4,1,0.00008768,0.00009288,0.00008064,0.00008749,0.00008618479043199443,366647570,27994
1,7,1,0.00008748,0.000095,0.00008741,0.00008954,0.00009077127614068676,261268145,18320
0,10,1,0.00008954,0.00009199,0.000088,0.00009165,0.000090429029944148,201188426,11156
1,13,1,0.00009165,0.00009689,0.00008653,0.00009045,0.00009130914036373137,313374214,26032
1,16,1,0.00009049,0.00009902,0.0000893,0.00009472,0.00009253123855495717,274465988,22170
0,19,1,0.00009473,0.00009877,0.00009427,0.00009621,0.0000963834944837463,226471361,17385
0,22,1,0.00009621,0.00009621,0.00009201,0.00009398,0.00009422050898918426,197534276,12446
1,1,1,0.00009398,0.00009447,0.00009,0.0000905,0.00009240175743047049,194888501,10764
0,4,1,0.0000905,0.000094,0.00009028,0.00009149,0.00009193057013212185,200862196,12234
0,7,1,0.00009149,0.000092,0.00009,0.00009059,0.00009075765672919347,183743624,9437
1,10,1,0.00009059,0.0000915,0.00008563,0.00008569,0.00008953371081108376,204733877,10503
0,13,1,0.0000858,0.0000896,0.00008402,0.00008711,0.00008653579496953121,246090702,14780
0,16,1,0.00008711,0.0000887,0.00008602,0.00008658,0.00008688919461910236,170788903,9757
1,19,1,0.00008659,0.000089,0.00008551,0.00008648,0.00008625996520423468,161710195,9077
1,22,1,0.0000865,0.000088,0.000086,0.0000873,0.0000868426848474105,181296102,10314
0,1,1,0.0000873,0.0000955,0.0000873,0.00008993,0.00009038630135507318,294992472,21075
0,4,1,0.00008993,0.00009134,0.00008549,0.00008597,0.00008804616702031414,232248228,12343
0,7,1,0.000086,0.00008617,0.00008199,0.00008385,0.00008429021790708866,190939681,9509
0,10,1,0.00008373,0.00008409,0.00008101,0.00008109,0.00008195606398622986,176775441,8535
0,13,1,0.00008108,0.00008288,0.000075,0.00007706,0.00007906305499734573,261732522,17009
0,16,1,0.00007719,0.0000784,0.0000711,0.00007341,0.00007418328304657844,257262375,16629
1,19,1,0.00007346,0.00007378,0.0000705,0.0000718,0.00007182382646436212,206729018,12331
0,22,1,0.00007184,0.0000755,0.0000712,0.00007485,0.0000736545677816742,218471197,11783
0,1,1,0.00007485,0.00007549,0.00006973,0.00007207,0.00007282649946720393,234729582,12408
1,4,1,0.00007207,0.00007207,0.00006801,0.00006882,0.0000698584591049899,224477338,12644
0,7,1,0.00006882,0.00007777,0.0000688,0.00007777,0.00007156160775866279,238050815,13160
0,10,1,0.00007777,0.00007837,0.00006871,0.0000703,0.00007215069421386638,245486900,14154
0,13,1,0.00007039,0.0000729,0.00006893,0.00006923,0.00007068740140199993,217488742,12107
0,16,1,0.00006923,0.0000704,0.00006766,0.0000677,0.00006953264879224946,184410563,10135
0,19,1,0.00006766,0.00006872,0.0000623,0.0000665,0.00006558215787893883,249282015,16972
1,22,1,0.00006649,0.0000675,0.0000595,0.00006137,0.00006314489607369286,269997037,16012
0,1,1,0.00006165,0.00006827,0.0000613,0.0000632,0.00006434834494898875,302844297,18486
0,4,1,0.00006309,0.00006436,0.0000625,0.0000625,0.00006316429559184936,205933229,9823
1,7,1,0.0000626,0.00006279,0.00004939,0.00005177,0.000056010389382636764,417742099,27219
1,10,1,0.00005177,0.00007,0.00005058,0.00006301,0.000058767228940234055,439790417,34236
1,13,1,0.00006408,0.00007792,0.00006147,0.0000634,0.0000681282270867083,448030106,37530
0,16,1,0.00006339,0.000066,0.00006111,0.00006398,0.00006330037275883414,251223932,16088
0,19,1,0.00006391,0.00006434,0.00005891,0.00006305,0.00006143839913014989,253130965,15184
1,22,1,0.000063,0.00006447,0.0000557,0.0000563,0.00006027207191277304,234800068,15620
0,1,1,0.0000563,0.00006005,0.0000536,0.00005881,0.00005720425456744686,137472974,15128
0,4,1,0.00005876,0.00005899,0.000056,0.00005645,0.00005750242471275021,145243551,8488
1,7,1,0.00005644,0.00005835,0.0000536,0.00005385,0.00005545182217156933,289526831,15983
0,10,1,0.0000538,0.0000571,0.0000519,0.00005415,0.00005424628812767956,301554707,18305
0,13,1,0.00005417,0.0000542,0.00005101,0.00005339,0.00005246168837509326,274483888,15546
0,16,1,0.00005345,0.0000542,0.00005144,0.0000527,0.000052887198806618605,235370187,13358
1,19,1,0.0000527,0.000054,0.00004885,0.00004962,0.00005225981931008451,270511887,16429
1,22,1,0.00004958,0.00005985,0.00004451,0.00005247,0.00005032454104298664,485290634,35695
1,1,1,0.00005232,0.000056,0.00005,0.0000526,0.00005285070001367364,294874240,16514
1,4,1,0.00005265,0.00005513,0.00005131,0.00005415,0.00005319830908457828,241587110,12057
1,7,1,0.00005415,0.00005519,0.0000532,0.00005442,0.000054323855277012124,206759786,9532
0,10,1,0.00005435,0.00005879,0.00005381,0.00005804,0.000055939913599867485,241856805,11395
1,13,1,0.00005803,0.0000648,0.00005678,0.0000579,0.00006001802644962193,389012441,24830
1,16,1,0.0000579,0.000064,0.00005764,0.0000633,0.000059654478484632445,299738128,17541
0,19,1,0.0000633,0.00008861,0.00006274,0.00007933,0.00007514431872382808,863227226,86321
0,22,1,0.00007932,0.00008012,0.00007018,0.00007749,0.00007519572508880427,482007332,39757
1,1,1,0.00007737,0.00007777,0.0000722,0.000077,0.00007538888151032917,321815891,23052
1,4,1,0.000077,0.00007939,0.0000752,0.00007912,0.00007708922671404231,245692461,14501
1,7,1,0.00007917,0.00008798,0.00007824,0.00008562,0.00008171452086494297,317706308,19848
1,10,1,0.00008597,0.000106,0.000085,0.00008909,0.00009445068651020032,645977991,57635
0,13,1,0.00008909,0.00009697,0.00008588,0.0000899,0.000091610237589277,415527423,36524
0,16,1,0.0000899,0.00008999,0.0000801,0.0000875,0.00008570436306528864,395430333,33251
1,19,1,0.00008751,0.00008865,0.00008001,0.0000802,0.00008507263493462456,287564201,20606
0,22,1,0.00008056,0.000084,0.00007599,0.00008338,0.00008061827050684767,357746123,25477
1,1,1,0.00008339,0.0000834,0.00007225,0.00007615,0.0000770668359473418,367357900,23438
0,4,1,0.00007605,0.000083,0.000074,0.00008166,0.00007940692095411683,306215859,18018
1,7,1,0.0000816,0.00008184,0.000078,0.00007903,0.00007991410256800034,223404570,12120
0,10,1,0.00007904,0.00008149,0.00007899,0.00008105,0.00007977904140479903,185325015,9692
0,13,1,0.00008105,0.00008108,0.000075,0.0000795,0.00007798330516659863,237574929,15899
1,16,1,0.00007961,0.00008009,0.0000755,0.0000772,0.00007751117325993632,195821508,11828
0,19,1,0.00007721,0.0000793,0.0000771,0.00007745,0.00007799331011324068,171751396,8526
1,22,1,0.00007747,0.00007854,0.00007691,0.00007724,0.00007771618294299448,167412598,7923
0,1,1,0.00007723,0.0000785,0.00007545,0.0000776,0.00007648309176622283,188203987,9299
0,4,1,0.0000776,0.0000776,0.00007395,0.00007578,0.00007593167975224332,230550405,12514
1,7,1,0.00007569,0.00007618,0.00007321,0.00007406,0.00007458086664698963,186298299,8134
0,10,1,0.00007405,0.00007722,0.0000732,0.00007561,0.0000743172897382467,185198898,8063
0,13,1,0.00007561,0.00007575,0.00007311,0.00007311,0.00007426100333366479,169553037,8023
1,16,1,0.0000731,0.0000733,0.00007021,0.00007101,0.00007208745183228818,197030171,11360
0,19,1,0.00007101,0.00007802,0.00007094,0.00007613,0.00007424114537370316,229841046,14784
1,22,1,0.00007634,0.000077,0.00007328,0.0000734,0.0000749592412081259,202727909,10692
0,1,1,0.0000734,0.0000755,0.0000725,0.00007379,0.00007339101956536687,167737514,6761
0,4,1,0.00007365,0.00007534,0.00007252,0.00007298,0.00007350112706754072,187291899,8056
1,7,1,0.00007298,0.00007301,0.00007009,0.00007084,0.00007124243364508434,178698366,7415
0,10,1,0.00007085,0.000072,0.0000702,0.0000709,0.00007120652779518162,164235444,5746
1,13,1,0.00007083,0.00007096,0.0000683,0.00006863,0.00006969184771949738,179727421,7448
0,16,1,0.00006862,0.00006971,0.00006595,0.00006871,0.00006786830120378747,211946299,11303
1,19,1,0.00006869,0.00006949,0.00006677,0.0000678,0.00006805004695588525,172378605,7640
0,22,1,0.00006778,0.000069,0.00006766,0.0000686,0.00006837138156993103,156177668,5980
1,1,1,0.00006861,0.00006904,0.0000672,0.0000675,0.00006811557259947227,144890275,5054
1,4,1,0.0000675,0.000073,0.00006621,0.00006874,0.00006833176027160935,203141463,10838
0,7,1,0.00006874,0.000079,0.00006828,0.0000759,0.00007360565902660867,322123382,20175
0,10,1,0.00007573,0.0000774,0.00007092,0.00007261,0.00007310045833185004,226385489,12047
1,13,1,0.00007252,0.00007261,0.00006721,0.00006854,0.00006939002614458476,204581945,13031
0,16,1,0.00006854,0.00007048,0.00006744,0.00006922,0.00006917328630224989,182321833,8905
1,19,1,0.0000692,0.00006974,0.00006831,0.00006871,0.00006908293270746603,153802783,6871
0,22,1,0.0000687,0.0000736,0.0000685,0.00007009,0.00007044665605554411,215589819,11603
1,1,1,0.00007018,0.00007047,0.00006848,0.0000692,0.0000694093835485204,178431902,7754
0,4,1,0.00006912,0.00007155,0.00006904,0.0000696,0.00007001995851516292,183640591,7605
0,7,1,0.0000696,0.00006979,0.00006884,0.00006949,0.00006937210460843437,142797128,4375
1,10,1,0.00006949,0.00007011,0.00006828,0.0000687,0.00006914238328408382,155744954,5044
1,13,1,0.00006871,0.00006985,0.0000682,0.00006923,0.00006884932949029512,163643791,7046
0,16,1,0.00006936,0.000073,0.00006936,0.0000715,0.00007125470234157427,243522537,12868
1,19,1,0.0000715,0.000072,0.00006952,0.00006967,0.00007076728238707413,153820780,6660
1,22,1,0.00006975,0.00007044,0.0000692,0.00006972,0.00006983073137577788,146127016,6025
0,1,1,0.00006972,0.0000702,0.00006926,0.00006976,0.0000698534971759587,136879195,4663
1,4,1,0.00006981,0.00006999,0.0000677,0.00006778,0.00006913670040769737,155970339,5670
0,7,1,0.00006778,0.0000695,0.00006767,0.00006825,0.00006840164353359765,169875140,5565
1,10,1,0.00006825,0.00006947,0.00006725,0.00006772,0.0000684813658382006,169748137,6021
0,13,1,0.00006772,0.000073,0.00006265,0.00006984,0.00006799186168350517,346284397,22788
1,16,1,0.00006982,0.00006984,0.00006726,0.00006861,0.00006838338971570561,196966940,9580
0,19,1,0.00006864,0.00007199,0.0000674,0.0000697,0.00006872013140143393,189609042,10446
0,22,1,0.0000697,0.0000697,0.00006601,0.00006712,0.00006742409327457346,182152149,9476
1,1,1,0.00006712,0.00006726,0.00006501,0.00006566,0.000066284840891866,149057370,7443
1,4,1,0.00006566,0.00006629,0.000065,0.00006599,0.00006550861961972365,117231804,6148
0,7,1,0.00006596,0.00006819,0.00006574,0.00006606,0.00006688745846591238,131585050,6859
0,10,1,0.00006606,0.00006664,0.00006522,0.00006595,0.00006578231076212061,109319366,4836
0,13,1,0.00006595,0.00006658,0.00006478,0.00006547,0.00006564462029604966,117175078,5750
0,16,1,0.00006547,0.00006601,0.0000639,0.00006547,0.00006485769750181122,105301490,5916
1,19,1,0.00006546,0.00006574,0.00006419,0.00006489,0.00006472210651294435,102089864,4938
1,22,1,0.00006489,0.00006554,0.00006464,0.00006525,0.00006505125615005283,89834594,4127
0,1,1,0.00006524,0.00006596,0.00006522,0.0000656,0.00006557155243626146,96114909,4463
0,4,1,0.00006561,0.0000665,0.00006418,0.00006419,0.00006529693576063645,112316477,4713
1,7,1,0.00006419,0.00006436,0.00006,0.00006064,0.00006195520928375137,162160009,8943
1,10,1,0.00006064,0.00006275,0.00006034,0.000062,0.00006153692604441307,126679192,6310
0,13,1,0.00006201,0.00006447,0.00006178,0.00006425,0.0000627051740688567,130988193,6823
0,16,1,0.00006425,0.0000647,0.00006302,0.0000632,0.00006362727869623035,115190966,6000
0,19,1,0.00006317,0.00006495,0.0000629,0.00006301,0.00006328032538926937,92718454,3796
0,22,1,0.00006307,0.00006354,0.00006256,0.00006283,0.000063038433422029,103439537,3680
1,1,1,0.00006283,0.00006283,0.0000616,0.00006179,0.00006218215330845014,109163924,4405
0,4,1,0.00006178,0.00006376,0.0000615,0.00006347,0.00006234213795967392,119784177,5073
0,7,1,0.00006347,0.0000637,0.00006264,0.0000634,0.00006315717564633436,99104391,3389
0,10,1,0.00006344,0.00006599,0.0000629,0.00006313,0.00006390572045302729,140233334,6623
0,13,1,0.00006313,0.00006395,0.00006254,0.000063,0.00006300638229477781,102337061,4045
0,16,1,0.00006307,0.0000632,0.00006171,0.00006297,0.00006240541875887523,114212242,5125
1,19,1,0.00006297,0.00006299,0.00006164,0.00006178,0.00006208308961674538,94557741,3904
0,22,1,0.00006178,0.00006269,0.000061,0.00006188,0.00006188575968415813,109846874,4761
0,1,1,0.00006187,0.00006197,0.00006101,0.00006105,0.00006147679491878645,99090344,3857
0,4,1,0.00006105,0.00006116,0.00006,0.00006,0.00006056424612601519,114748707,4795
0,7,1,0.00006002,0.0000621,0.0000585,0.00005923,0.00005942316146185317,128414208,5498
1,10,1,0.00005922,0.00005929,0.00005201,0.00005499,0.00005586336137757038,172821246,9410
0,13,1,0.00005499,0.00005561,0.00005421,0.00005513,0.00005513350608414299,112444432,5430
0,16,1,0.00005513,0.00005537,0.00005377,0.00005398,0.000054628824399156985,122035741,5921
1,19,1,0.00005393,0.00005549,0.00005295,0.00005341,0.0000538464919430908,132254562,7054
1,22,1,0.00005341,0.00005478,0.00005244,0.00005367,0.000053356661274517656,125788437,5969
1,1,1,0.00005365,0.0000546,0.0000535,0.00005417,0.0000539798186682044,114709061,4654
1,4,1,0.00005416,0.00005622,0.00005402,0.00005465,0.000054816640970448605,125465934,6574
0,7,1,0.00005466,0.000056,0.00005413,0.00005498,0.00005491822785217977,129172791,6348
0,10,1,0.00005499,0.00005504,0.00005402,0.00005415,0.00005442536067456491,94919377,3997
1,13,1,0.00005412,0.00005501,0.0000533,0.00005348,0.00005377049940084205,103018749,4463
0,16,1,0.00005357,0.00005538,0.00005341,0.00005524,0.00005451626434780697,118474726,7089
0,19,1,0.00005523,0.0000555,0.0000545,0.00005485,0.00005498807774378,101227468,5653
0,22,1,0.00005485,0.000055,0.000054,0.00005446,0.00005459638694988309,99617345,4863
0,1,1,0.00005451,0.00005453,0.00005346,0.00005393,0.00005402369277938015,103752131,5229
0,4,1,0.00005384,0.000054,0.00005182,0.000052,0.00005311508033859668,108994560,4162
1,7,1,0.00005199,0.00005272,0.0000506,0.00005065,0.00005172671577411812,115718691,5735
0,10,1,0.00005067,0.00005145,0.00005022,0.00005074,0.00005077556340848127,106019934,4980
1,13,1,0.00005078,0.0000511,0.0000482,0.0000489,0.00004955977569119365,175250810,9779
1,16,1,0.0000489,0.0000499,0.00004861,0.00004909,0.00004921851369805864,128715320,7638
0,19,1,0.00004909,0.00005165,0.00004889,0.000051,0.00005010036272067567,133973587,8896
1,22,1,0.000051,0.00005269,0.0000486,0.00004874,0.00005076020501046869,124799822,8637
0,1,1,0.00004874,0.00005045,0.00004831,0.00004969,0.00004949182880105434,132326843,8126
1,4,1,0.00004953,0.00004969,0.00004849,0.00004855,0.00004900542026506558,117538154,5799
0,7,1,0.00004852,0.00004937,0.00004831,0.00004881,0.00004874501677846884,96720685,5173
0,10,1,0.00004881,0.00004889,0.00004787,0.00004789,0.00004838720292035017,76461927,3439
1,13,1,0.00004788,0.00004816,0.00004653,0.000047,0.00004745178819976276,104522763,4546
1,16,1,0.000047,0.00005,0.00004651,0.00004867,0.00004772574605720919,127281164,9279
1,19,1,0.00004868,0.0000498,0.0000486,0.00004922,0.00004916772933222614,100254750,6740
0,22,1,0.00004921,0.00005045,0.0000485,0.00004988,0.000049174772681716306,113136434,6689
0,1,2,0.00004992,0.000053,0.00004875,0.00004888,0.000050450186925223265,186166315,14444
0,4,2,0.00004889,0.00004897,0.0000475,0.00004783,0.0000482346790843229,120940804,5117
0,7,2,0.00004785,0.00004814,0.000045,0.00004551,0.00004696432364781078,132415399,5353
1,10,2,0.0000455,0.00004585,0.00004278,0.0000428,0.00004453018389328484,115805860,7176
1,13,2,0.0000428,0.000045,0.00004043,0.00004378,0.00004259671142375533,207656268,12150
1,16,2,0.00004379,0.00004475,0.00004217,0.00004431,0.00004373759716780802,141492952,8113
0,19,2,0.00004431,0.0000468,0.00004352,0.00004591,0.00004503136828597084,145012347,9233
1,22,2,0.00004592,0.00004601,0.00004385,0.00004451,0.000044835511608537395,127243420,6190
0,1,2,0.00004451,0.000045,0.00004401,0.00004454,0.000044512995470875656,140316527,7585
0,4,2,0.00004454,0.00004462,0.00004203,0.00004258,0.00004344644002229509,154008619,8176
0,7,2,0.00004263,0.00004334,0.00004158,0.00004242,0.00004251217588587174,149924242,8068
1,10,2,0.00004242,0.00004299,0.00003807,0.0000415,0.00004053112388146671,252276800,14091
0,13,2,0.00004139,0.00004647,0.0000406,0.0000453,0.000043404302351073756,284015588,22742
0,16,2,0.0000453,0.00004699,0.00004403,0.00004529,0.00004534934429219273,167736130,11177
1,19,2,0.00004529,0.0000453,0.00004352,0.00004417,0.000044355638866468345,125814570,6877
0,22,2,0.00004424,0.00004619,0.00004413,0.00004504,0.000044987167289379806,121379857,6410
0,1,2,0.00004504,0.00004504,0.00004268,0.00004331,0.00004375050463327852,122626019,5439
1,4,2,0.00004331,0.00004375,0.0000426,0.00004322,0.00004296939142741689,131966921,5489
1,7,2,0.00004322,0.0000455,0.0000426,0.00004472,0.000043592874188201827,123318212,6618
1,10,2,0.00004476,0.000046,0.0000434,0.00004597,0.00004459151716326969,128327151,6929
1,13,2,0.00004597,0.00004969,0.0000453,0.00004698,0.000047854251836323774,201275643,14253
0,16,2,0.00004697,0.00004796,0.00004656,0.00004783,0.00004733698168933562,130880232,6887
1,19,2,0.00004782,0.00004846,0.00004685,0.00004704,0.000047637874134018124,104459313,5337
1,22,2,0.00004704,0.0000472,0.00004657,0.00004715,0.00004691375971594992,85589418,3263
0,1,2,0.00004715,0.00004799,0.00004686,0.00004794,0.00004733228739164267,111281197,4234
0,4,2,0.00004794,0.0000484,0.00004767,0.00004781,0.0000479155778841179,97535463,3802
0,7,2,0.00004781,0.0000479,0.00004609,0.00004686,0.000047327370493246504,109469793,4736
0,10,2,0.0000468,0.00004779,0.000046,0.00004648,0.00004679156943686936,126943972,5768
0,13,2,0.00004648,0.00004732,0.0000457,0.00004571,0.00004660552380627348,103666876,3925
1,16,2,0.00004571,0.00004595,0.000045,0.0000454,0.00004543029532565878,105180126,4280
1,19,2,0.00004541,0.00004574,0.00004468,0.00004551,0.00004526759786293681,120262051,4899
0,22,2,0.00004551,0.00004655,0.00004539,0.00004564,0.000045956782904654096,106450025,3496
1,1,2,0.00004555,0.00004579,0.00004472,0.00004522,0.00004520900449315193,112397268,3882
0,4,2,0.00004522,0.00004627,0.0000451,0.00004544,0.00004565674020870499,99469095,3136
1,7,2,0.00004542,0.0000465,0.00004441,0.00004488,0.000044966950319300875,109766229,3238
0,10,2,0.00004488,0.00004537,0.00004351,0.00004515,0.00004450304094720913,113445021,4917
0,13,2,0.0000451,0.0000453,0.0000442,0.00004464,0.000044736359284274464,135135099,6501
1,16,2,0.00004467,0.00004527,0.0000428,0.00004341,0.00004423963004934679,143624939,7054
0,19,2,0.00004347,0.00004514,0.00004311,0.00004441,0.00004420291297778008,171291183,9573
0,22,2,0.00004442,0.00004448,0.00004283,0.00004344,0.000043508947128037204,125912670,5548
1,1,2,0.00004344,0.00004426,0.0000417,0.00004319,0.00004255600972642089,155390972,6767
0,4,2,0.00004319,0.00004491,0.00004201,0.00004419,0.00004368110841698703,150623269,6905
0,7,2,0.00004419,0.00004463,0.000041,0.00004271,0.000043251284918637975,170520361,6452
1,10,2,0.00004273,0.0000435,0.000041,0.00004232,0.000042245097847096886,143679480,5800
1,13,2,0.0000423,0.00004348,0.000042,0.00004297,0.00004264013782365265,177805765,8569
1,16,2,0.00004301,0.0000433,0.00004226,0.00004327,0.00004268149242409361,125939122,5332
0,19,2,0.00004327,0.00004699,0.00004317,0.00004602,0.00004523349997186358,195245401,12491
0,22,2,0.00004602,0.0000465,0.000045,0.00004528,0.00004563301694955264,141663857,7527
0,1,2,0.00004533,0.00004584,0.00004427,0.00004431,0.00004513311553687592,116970819,5450
1,4,2,0.00004431,0.00004525,0.00004326,0.0000442,0.00004428909403577542,117860250,5226
1,7,2,0.00004418,0.00004625,0.0000432,0.00004566,0.000045017613119447756,129143576,5702
0,10,2,0.00004565,0.00004655,0.000045,0.00004604,0.00004575583073150909,135593966,7259
0,13,2,0.00004604,0.00004638,0.00004411,0.0000447,0.000045048930425837144,137586607,6325
0,16,2,0.0000447,0.00004489,0.0000435,0.00004415,0.00004408672925364432,114482974,5783
0,19,2,0.00004414,0.00004446,0.0000437,0.00004411,0.000044005362822956944,87093414,4098
0,22,2,0.0000441,0.0000445,0.00004234,0.000044,0.000043587342491970746,77841492,4564
0,1,2,0.000044,0.000044,0.000044,0.000044,0.000044,0,0
0,4,2,0.000044,0.000044,0.000044,0.000044,0.000044,0,0
0,7,2,0.000044,0.000044,0.000044,0.000044,0.000044,0,0
0,10,2,0.000044,0.000044,0.000044,0.000044,0.000044,0,0
0,13,2,0.000044,0.000044,0.000044,0.000044,0.000044,0,0
0,16,2,0.000044,0.000044,0.000044,0.000044,0.000044,0,0
0,19,2,0.000044,0.000044,0.000044,0.000044,0.000044,0,0
0,22,2,0.000044,0.000044,0.000044,0.000044,0.000044,0,0
0,1,2,0.000044,0.000044,0.000044,0.000044,0.000044,0,0
0,4,2,0.000044,0.000044,0.000044,0.000044,0.000044,0,0
1,7,2,0.000044,0.00004422,0.00004399,0.000044,0.00004401516371439908,1610457,55
0,10,2,0.000044,0.00005123,0.00004381,0.0000502,0.00004663313099432956,135590747,12380
1,13,2,0.00005028,0.0000554,0.000049,0.00005,0.000051510092652933875,242866999,23933
0,16,2,0.00005,0.00005383,0.00004995,0.00005266,0.00005235073573694729,151033709,14694
1,19,2,0.00005269,0.00005363,0.00005145,0.00005174,0.000052533881193733345,90832111,8685
1,22,2,0.00005175,0.0000601,0.00005151,0.0000601,0.00005441990806049219,157561644,13851
0,1,2,0.0000601,0.00006261,0.0000572,0.00006055,0.00006013957096707275,261832351,26352
0,4,2,0.00006056,0.000061,0.0000582,0.00005963,0.00005936499639375954,113967719,10881
0,7,2,0.0000596,0.00006055,0.0000553,0.00005679,0.00005768477595619461,157457355,13473
1,10,2,0.00005679,0.00005706,0.00005407,0.00005484,0.000055288484502155765,118937510,9570
0,13,2,0.00005484,0.00005894,0.00005461,0.00005517,0.00005664700031310216,132796913,12546
0,16,2,0.00005519,0.00005583,0.00005251,0.00005427,0.00005436773057550948,102593257,10067
1,19,2,0.00005431,0.00005466,0.00005305,0.00005412,0.00005394271903195315,63730222,6838
0,22,2,0.00005412,0.00005698,0.00005399,0.00005504,0.00005579902638349618,85555113,9131
1,1,2,0.00005503,0.00005505,0.00005209,0.00005218,0.00005382891509222471,74851072,5646
0,4,2,0.00005218,0.00005588,0.00005115,0.0000524,0.00005205035587735694,78358343,6789
0,7,2,0.00005237,0.00005246,0.00005,0.00005234,0.000051112701219429745,85040570,7551
1,10,2,0.00005233,0.00005298,0.00005092,0.00005225,0.000051968426090256056,73973149,6798
0,13,2,0.00005228,0.00005397,0.00005152,0.00005294,0.000052465704792160045,69221102,6449
1,16,2,0.00005294,0.0000531,0.00005111,0.000052,0.00005206747424973074,63524190,6411
1,19,2,0.000052,0.00005245,0.00005179,0.00005217,0.00005207110939553041,52208431,4109
1,22,2,0.00005216,0.00005241,0.00005164,0.00005232,0.00005210646559561996,52237622,3962
1,1,2,0.0000523,0.0000543,0.00005215,0.00005312,0.00005320649367039188,83040844,7823
1,4,2,0.00005312,0.00005429,0.0000531,0.0000532,0.00005355363827739539,62523784,4937
0,7,2,0.00005319,0.00005426,0.0000529,0.00005411,0.00005366213298933992,72184327,6056
0,10,2,0.00005411,0.00005427,0.00005319,0.00005358,0.00005376936951317239,51614639,3673
0,13,2,0.00005355,0.00005375,0.00005271,0.00005336,0.000053247989846711867,57735582,5278
0,16,2,0.00005337,0.00005345,0.00005295,0.00005309,0.00005319115932699239,39693814,3029
1,19,2,0.00005306,0.00005327,0.00005272,0.00005297,0.00005296460292085732,48516235,3905
0,22,2,0.00005298,0.0000535,0.00005271,0.00005329,0.00005315562986999964,50419793,4206
1,1,2,0.00005329,0.00005338,0.0000519,0.00005246,0.00005256711564740934,56486929,4474
0,4,2,0.0000525,0.00005319,0.00005161,0.00005302,0.000052239662925456,51424708,3947
0,7,2,0.00005302,0.00005306,0.00005095,0.00005164,0.000052046212610818724,54537601,3672
0,10,2,0.00005161,0.00005165,0.0000509,0.00005136,0.000051344331136230044,47501332,3131
1,13,2,0.00005136,0.00005206,0.0000508,0.00005096,0.00005136384795468895,45391995,3573
0,16,2,0.00005096,0.00005192,0.00005024,0.00005154,0.000051100582588138276,45893691,3569
0,19,2,0.00005154,0.00005169,0.00005109,0.00005134,0.00005140893765401617,42119762,2836
0,22,2,0.00005135,0.00005143,0.00005109,0.00005118,0.00005126694670733079,37689574,2413
1,1,2,0.00005119,0.00005129,0.00005026,0.0000504,0.00005069748772202099,53759051,4249
